ID,Icd1,Icd2,DiagnosisText,Comments,Likelihood,Prompt,MuseFlags,CodingFlag,OKForMultipleCodes,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut
250,2B660,,Squamous Cell Carcinoma Of The Mouth,,,,,,,2022,2022,14/08/2024,NA,17/09/2024,NA
251,2B671,,Squamous Cell Carcinoma of Parotid Gland,,,,,,,2022,9999,05/08/2024,NA,,
252,2B682&XA9Q61&XH63D2,,Metastatic Carcinoma of Submandibular Gland,,,,MET,,,2022,9999,05/08/2024,NA,,
4397,2B690,,Squamous Cell Carcinoma Tonsil ,,,,,,,2022,9999,04/04/2025,NA,,
253,2B690&XS9R,,Metastatic Squamous Cell Carcinoma Tonsil,,,,,,,2022,9999,26/01/2024,NA,,
254,2B691&XH63D2,,Tonsillar Carcinoma,,,,,,,2022,9999,13/08/2024,NA,,
4398,2B6A0,,Oropharyngeal Squamous Cell Carcinoma ,,,,,,,2022,9999,04/04/2025,NA,,
255,2B6A0,,Squamous Cell Carcinoma Oropharynx,,,,P,,,2022,9999,19/03/2024,NA,,
3146,2B6A0&XS9R,,Metastatic Squamous Cell Carcinoma Oropharynx,,,,,,,2022,9999,05/02/2025,NA,,
256,2B6A0(P),,Squamous Cell Carcinoma Oropharynx,,,,,,,2022,2022,06/03/2024,NA,19/03/2024,NA
257,2B6AY&XH63D2,,Oropharyngeal Carcinoma,,,,,,,2022,9999,07/08/2024,NA,,
258,2B6AZ,,Oropharyngeal Cancer,,,,,,,2022,9999,08/03/2024,NA,,
259,2B6AZ&XS9R,,Metastatic Oropharyngeal Cancer,,,,,,,2022,9999,08/03/2024,NA,,
260,2B6B1&XH63D2,,Nasopharyngeal Carcinoma,,,,,,,2022,9999,09/08/2024,NA,,
261,2B700Z,,Adenocarcinoma Oesophagus,,,,,,,2022,9999,14/12/2023,NA,,
262,2B700Z,,Adenocarcinoma Of Oesophagus,,,,,,,2022,2022,08/11/2023,NA,14/12/2023,NA
263,2B700Z,,Adenocarcinoma Of The Oesophagus,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
264,2B700Z,,Oesophageal Adenocarcinoma,,,,,,,2022,9999,08/11/2023,NA,,
265,2B700Z&XS9R,,Metastatic Adenocarcinoma Oesophagus,,,,,,,2022,9999,08/02/2024,NA,,
266,2B700Z&XS9R,,Metastatic Oesophageal Adenocarcinoma,,,,,,,2022,9999,08/01/2024,NA,,
267,2B701,,Oesophageal Squamous Cell Carcinoma,,,,,,,2022,9999,20/02/2024,NA,,
268,2B701,,Squamous Cell Carcinoma Oesophagus,,,,,,,2022,9999,14/12/2023,NA,,
269,2B701,,Squamous Cell Carcinoma Of Oesophagus,,,,,,,2022,2022,08/11/2023,NA,14/12/2023,NA
270,2B701,,Squamous Cell Carcinoma Of The Oesophagus,,,,,,,2022,2022,05/12/2023,NA,14/12/2023,NA
3168,2B701&XS9R,,Metastatic Oesophageal Squamous Cell Carcinoma,,,,,,,2022,9999,18/02/2025,NA,,
271,2B701&XS9R,,Metastatic Squamous Cell Carcinoma Oesophagus,,,,,,,2022,9999,02/02/2024,NA,,
272,2B70Y&XH63D2,,Carcinoma Oesophagus,,,,,,,2022,9999,15/02/2024,NA,,
273,2B70Y&XH63D2,,Oesophageal Carcinoma,,,,,,,2022,9999,15/02/2024,NA,,
274,2B70Y&XH63D2,,Oesophagus Carcinoma,,,,,,,2022,9999,28/02/2024,NA,,
275,2B70Y&XH63D2&XS9R,,Metastatic Carcinoma Oesophagus,,,,,,,2022,9999,19/02/2024,NA,,
276,2B70Y&XH63D2&XS9R,,Metastatic Oesophageal Carcinoma,,,,,,,2022,9999,15/02/2024,NA,,
277,2B70Z,,Cancer Oesophagus,,,,,,,2022,9999,14/12/2023,NA,,
278,2B70Z,,Cancer Of Oesophagus,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
279,2B70Z,,Carcinoma Oesophagus,,,,,,,2022,2022,14/12/2023,NA,15/02/2024,NA
280,2B70Z,,Carcinoma Of Oesophagus,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
281,2B70Z,,Carcinoma Of The Oesophagus,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
282,2B70Z,,Malignant Neoplasm Oesophagus,,,,,,,2022,9999,14/12/2023,NA,,
283,2B70Z,,Malignant Neoplasm Of Oesophagus,,,,,,,2022,2022,05/12/2023,NA,14/12/2023,NA
284,2B70Z,,Malignant Tumour Oesophagus,,,,,,,2022,9999,14/12/2023,NA,,
285,2B70Z,,Malignant Tumour Of Oesophagus,,,,,,,2022,2022,28/11/2023,NA,14/12/2023,NA
286,2B70Z,,Oesophageal Cancer,,,,,,,2022,9999,02/11/2023,NA,,
287,2B70Z,,Oesophageal Carcinoma,,,,,,,2022,2022,07/11/2023,NA,15/02/2024,NA
288,2B70Z,,Oesophageal Malignancy,,,,,,,2022,9999,07/08/2024,NA,,
289,2B70Z&XS9R,,Metastatic Cancer Oesophagus,,,,,,,2022,9999,21/02/2024,NA,,
290,2B70Z&XS9R,,Metastatic Oesophageal Cancer,,,,,,,2022,9999,19/12/2023,NA,,
291,2B70Z&XS9R,,Metastatic Oesophageal Carcinoma,,,,,,,2022,2022,08/01/2024,NA,15/02/2024,NA
3248,2B710,,Adenocarcinoma Gastro-Oesophageal Junction ,,,,,,,2022,9999,14/03/2025,NA,,
292,2B710,,Gastro Oesophageal Adenocarcinoma,,,,,,,2022,9999,05/08/2024,NA,,
293,2B710&XS9R,,Metastatic Adenocarcinoma Gastrooesophageal Junction,,,,,,,2022,9999,08/03/2024,NA,,
3169,2B710&XS9R,,Metastatic Gastrooesophageal Adenocarcinoma,,,,,,,2022,9999,18/02/2025,NA,,
3285,2B71Z,,Gastrooesophageal Cancer,,,,,,,2022,9999,18/03/2025,NA,,
3160,2B71Z&XS9R,,Metastatic Gastrooesophageal Cancer,,,,,,,2022,9999,11/02/2025,NA,,
294,2B720,,Adenocarcinoma Of Stomach,,,,,,,2022,2022,29/11/2023,NA,14/12/2023,NA
295,2B720,,Adenocarcinoma Stomach,,,,,,,2022,9999,14/12/2023,NA,,
296,2B720,,Gastric Adenocarcinoma,,,,,,,2022,9999,07/11/2023,NA,,
297,2B720&XS9R,,Metastatic Adenocarcinoma Stomach,,,,,,,2022,9999,26/01/2024,NA,,
298,2B720&XS9R,,Metastatic Gastric Adenocarcinoma,,,,,,,2022,9999,08/01/2024,NA,,
299,2B720&XS9R,,Metastatic Linitis Plastica,,,,,,,2022,2022,06/08/2024,NA,25/10/2024,NA
300,2B720&XS9R&XH8WM4,,Metastatic Linitis Plastica,,,,,,,2022,9999,25/10/2024,NA,,
301,2B72Y&XH63D2,,Carcinoma Stomach,,,,,,,2022,9999,19/02/2024,NA,,
302,2B72Y&XH63D2,,Gastric Carcinoma,,,,,,,2022,9999,15/02/2024,NA,,
303,2B72Y&XH63D2&XS9R,,Metastatic Carcinoma Stomach,,,,,,,2022,9999,08/03/2024,NA,,
3134,2B72Y&XS9R,,Metastatic Gastric Carcinoma,,,,,,,2022,9999,05/02/2025,NA,,
304,2B72Z,,Gastric Cancer,,,,,,,2022,9999,02/11/2023,NA,,
305,2B72Z,,Gastric Carcinoma,,,,,,,2022,2022,05/12/2023,NA,15/02/2024,NA
306,2B72Z,,Malignant Tumour Stomach,,,,,,,2022,9999,08/03/2024,NA,,
307,2B72Z,,Stomach Cancer,,,,,,,2022,9999,05/02/2024,NA,,
308,2B72Z&XS9R,,Metastatic Gastric Cancer,,,,,,,2022,9999,08/01/2024,NA,,
309,2B72Z&XS9R,,Metastatic Stomach Cancer,,,,,,,2022,9999,05/02/2024,NA,,
4366,2B8000,,Duodenal Adenocarcinoma ,,,,,,,2022,9999,28/03/2025,NA,,
3249,2B8000&XS9R,,Metastatic Duodenal Adenocarcinoma ,,,,,,,2022,9999,14/03/2025,NA,,
310,2B800Y&XH63D2,,Carcinoma Duodenum,,,,,,,2022,9999,29/02/2024,NA,,
311,2B800Z&XS9R,,Metastatic Duodenal Cancer,,,,,,,2022,9999,05/02/2024,NA,,
312,2B8010&XA8UM1,,Jejunal Adenocarcinoma,,,,,,,2022,9999,13/08/2024,NA,,
3250,2B810&XS9R,,Metastatic Adenocarcinoma Appendix ,,,,,,,2022,9999,14/03/2025,NA,,
4399,2B9000&XA3AL5&XS9R,,Metastatic Adenocarcinoma Ascending Colon ,,,,,,,2022,9999,04/04/2025,NA,,
313,2B9000&XA6J68,,Adenocarcinoma Caecum,,,,,,,2022,9999,26/01/2024,NA,,
3251,2B9000&XA6J68,,Caecal Adenocarcinoma ,,,,,,,2022,9999,14/03/2025,NA,,
314,2B9000&XS9R&XA6J68,,Metastatic Adenocarcinoma Caecum,,,,,,,2022,9999,26/01/2024,NA,,
315,2B9000&XS9R&XA6J68,,Metastatic Caecal Adenocarcinoma,,,,,,,2022,9999,02/02/2024,NA,,
316,2B900Y&XA3AL5&XH63D2,,Carcinoma Ascending Colon,,,,,,,2022,9999,06/03/2024,NA,,
317,2B900Y&XA6J68&XH63D2,,Caecal Carcinoma,,,,,,,2022,9999,20/02/2024,NA,,
318,2B900Y&XA6J68&XH63D2,,Carcinoma Caecum,,,,,,,2022,9999,20/02/2024,NA,,
319,2B900Y&XA6J68&XH63D2&XS9R,,Metastatic Caecal Carcinoma,,,,,,,2022,9999,20/02/2024,NA,,
320,2B900Y&XA6J68&XH63D2&XS9R,,Metastatic Carcinoma Caecum,,,,,,,2022,9999,02/10/2024,NA,,
321,2B900Z&XA6J68,,Caecal Cancer,,,,,,,2022,9999,28/11/2023,NA,,
322,2B900Z&XA6J68,,Malignant Tumour Caecum,,,,,,,2022,9999,28/11/2023,NA,,
323,2B900Z&XA6J68&XS9R,,Metastatic Caecal Cancer,,,,,,,2022,9999,19/02/2024,NA,,
324,2B9030,,Adenocarcinoma Of Sigmoid Colon,,,,,,,2022,2022,05/12/2023,NA,14/12/2023,NA
325,2B9030,,Adenocarcinoma Sigmoid Colon,,,,,,,2022,9999,14/12/2023,NA,,
3170,2B9030,,Sigmoid Adenocarcinoma,,,,,,,2022,9999,18/02/2025,NA,,
326,2B9030,,Sigmoid Colon Adenocarcinoma,,,,,,,2022,9999,05/08/2024,NA,,
327,2B9030&XS9R,,Metastatic Adenocarcinoma Sigmoid Colon,,,,,,,2022,9999,23/01/2024,NA,,
328,2B9030&XS9R,,Metastatic Sigmoid Adenocarcinoma,,,,,,,2022,9999,26/01/2024,NA,,
4367,2B9030&XS9R,,Metastatic sigmoid colon adenocarcinoma ,,,,,,,2022,9999,28/03/2025,NA,,
329,2B903Y&XH63D2,,Carcinoma Sigmoid Colon,,,,,,,2022,9999,15/02/2024,NA,,
330,2B903Y&XH63D2&XS9R,,Metastatic Carcinoma Sigmoid Colon,,,,,,,2022,9999,21/02/2024,NA,,
4368,2B903Y&XH63D2&XS9R,,Metastatic sigmoid carcinoma ,,,,,,,2022,9999,28/03/2025,NA,,
331,2B903Z,,Carcinoma Sigmoid Colon,,,,,,,2022,2022,05/02/2024,NA,15/02/2024,NA
332,2B903Z,,Malignant Tumour Of Sigmoid Colon,,,,,,,2022,2022,29/11/2023,NA,14/12/2023,NA
333,2B903Z,,Malignant Tumour Sigmoid Colon,,,,,,,2022,9999,14/12/2023,NA,,
334,2B903Z,,Sigmoid Cancer,,,,,,,2022,9999,05/12/2023,NA,,
3111,2B903Z,,Sigmoid Colon Cancer,,,,,,,2022,9999,04/02/2025,NA,,
335,2B903Z&XS9R,,Metastatic Cancer of Sigmoid Colon,,,,,,,2022,9999,05/08/2024,NA,,
336,2B903Z&XS9R,,Metastatic Sigmoid Cancer,,,,,,,2022,9999,26/01/2024,NA,,
337,2B903Z&XS9R,,Metastatic Sigmoid Colon Cancer,,,,,,,2022,9999,02/02/2024,NA,,
338,2B90Y,,Carcinoma Colon,,,,,,,2022,2022,15/02/2024,NA,18/09/2024,NA
339,2B90Y,,Lynch Syndrome,,,,,,,2022,9999,30/11/2023,NA,,
340,2B90Y&XH63D2,,Carcinoma Colon,,,,,,,2022,9999,18/09/2024,NA,,
3221,2B90Y&XH63D2,,Colon Carcinoma ,,,,,,,2022,9999,07/03/2025,NA,,
341,2B90Y&XH63D2,,Colonic Carcinoma,,,,,,,2022,9999,05/02/2024,NA,,
342,2B90Y&XH63D2&XS9R,,Metastatic Carcinoma Colon,,,,,,,2022,9999,15/02/2024,NA,,
343,2B90Y&XH63D2&XS9R,,Metastatic Colon Carcinoma,,,,,,,2022,9999,08/03/2024,NA,,
344,2B90Y&XH63D2&XS9R,,Metastatic Colonic Carcinoma,,,,,,,2022,9999,08/03/2024,NA,,
345,2B90Y&XH74S1,,Adenocarcinoma Colon,,,,,,,2022,9999,14/12/2023,NA,,
346,2B90Y&XH74S1,,Adenocarcinoma Of Colon,,,,,,,2022,2022,08/11/2023,NA,14/12/2023,NA
347,2B90Y&XH74S1,,Adenocarcinoma Of The Colon,,,,,,,2022,2022,08/11/2023,NA,14/12/2023,NA
348,2B90Y&XH74S1&XS9R,,Metastatic Adenocarcinoma Colon,,,,,,,2022,9999,08/02/2024,NA,,
349,2B90Y&XH74S1&XS9R,,Metastatic Colon Adenocarcinoma,,,,,,,2022,9999,08/03/2024,NA,,
350,2B90Z,,Cancer Colon,,,,,,,2022,9999,02/02/2024,NA,,
351,2B90Z,,Carcinoma Colon,,,,,,,2022,2022,14/12/2023,NA,15/02/2024,NA
352,2B90Z,,Carcinoma Of Colon,,,,,,,2022,2022,02/11/2023,NA,14/12/2023,NA
353,2B90Z,,Carcinoma Of The Colon,,,,,,,2022,2022,29/11/2023,NA,14/12/2023,NA
354,2B90Z,,Colon Cancer,,,,,,,2022,9999,02/11/2023,NA,,
355,2B90Z,,Colonic Cancer,,,,,,,2022,9999,05/12/2023,NA,,
356,2B90Z,,Malignant Neoplasm Colon,,,,,,,2022,9999,02/02/2024,NA,,
357,2B90Z,,Malignant Tumour Colon,,,,,,,2022,9999,14/12/2023,NA,,
358,2B90Z,,Malignant Tumour Of Colon,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
359,2B90Z&XH63D2XS9R,,Metastatic Carcinoma Colon,,,,,,,2022,2022,08/01/2024,NA,15/02/2024,NA
360,2B90Z&XS9R,,Metastatic Cancer Colon,,,,,,,2022,9999,02/02/2024,NA,,
361,2B90Z&XS9R,,Metastatic Colon Cancer,,,,,,,2022,9999,05/02/2024,NA,,
362,2B90Z&XS9R,,Metastatic Colonic Cancer,,,,,,,2022,9999,02/02/2024,NA,,
3252,2B910,,Colorectal Adenocarcinoma ,,,,,,,2022,9999,14/03/2025,NA,,
363,2B910&XS9R,,Metastatic Adenocarcinoma of the Recto-Sigmoid,,,,,,,2022,9999,07/08/2024,NA,,
364,2B910&XS9R,,Metastatic Colorectal Adenocarcinoma,,,,,,,2022,9999,19/03/2024,NA,,
365,2B910&XS9R,,Metastatic Rectosigmoid Adenocarcinoma,,,,,,,2022,9999,02/10/2024,NA,,
366,2B91Y&XH63D2,,Colorectal Carcinoma,,,,,,,2022,9999,15/02/2024,NA,,
367,2B91Y&XH63D2&XS9R,,Metastatic Colorectal Carcinoma,,,,,,,2022,9999,18/09/2024,NA,,
368,2B91Z,,Colorectal Cancer,,,,,,,2022,2022,02/11/2023,NA,15/04/2024,NA
369,2B91Z,,Colorectal Cancer,,,,,,,2022,9999,02/11/2023,NA,,
370,2B91Z,,Colorectal Carcinoma,,,,,,,2022,2022,13/10/2023,NA,15/02/2024,NA
371,2B91Z,,Metastatic Colorectal Cancer,,,,,,,2022,2022,19/12/2023,NA,23/01/2024,NA
372,2B91Z&XH63D2&XS9R,,Metastatic Colorectal Carcinoma,,,,,,,2022,2022,01/03/2024,NA,18/09/2024,NA
373,2B91Z&XH63D2XS9R,,Metastatic Colorectal Carcinoma,,,,,,,2022,2022,15/02/2024,NA,01/03/2023,NA
374,2B91Z&XS9R,,Metastatic Colorectal Cancer,,,,,,,2022,9999,23/01/2024,NA,,
375,2B91Z&XS9R,,Metastatic Colorectal Carcinoma,,,,,,,2022,2022,23/01/2024,NA,15/02/2024,NA
376,2B91Z&XS9R,,Metastatic Rectosigmoid Cancer,,,,,,,2022,9999,05/02/2024,NA,,
377,2B920,,Adenocarcinoma Of Rectum,,,,,,,2022,2022,28/11/2023,NA,14/12/2023,NA
378,2B920,,Adenocarcinoma Of The Rectum,,,,,,,2022,2022,05/12/2023,NA,14/12/2023,NA
379,2B920,,Adenocarcinoma Rectum,,,,,,,2022,9999,14/12/2023,NA,,
380,2B920,,Rectal Adenocarcinoma,,,,,,,2022,9999,28/11/2023,NA,,
381,2B920&XS9R,,Metastatic Adenocarcinoma Rectum,,,,,,,2022,9999,08/01/2024,NA,,
382,2B920&XS9R,,Metastatic Rectal Adenocarcinoma,,,,,,,2022,9999,08/01/2024,NA,,
383,2B92Y&XA0D34&XH63D2,,Anorectal Carcinoma,,,,,,,2022,9999,09/08/2024,NA,,
384,2B92Y&XH63D2,,Carcinoma Rectum,,,,,,,2022,9999,15/02/2024,NA,,
385,2B92Y&XH63D2,,Rectal Carcinoma,,,,,,,2022,9999,29/02/2024,NA,,
386,2B92Y&XH63D2&XS9R,,Metastatic Carcinoma Rectum,,,,,,,2022,9999,15/02/2024,NA,,
387,2B92Y&XH63D2&XS9R,,Metastatic Rectal Carcinoma,,,,,,,2022,9999,01/03/2024,NA,,
388,2B92Y&XH63D2XS9R,,Metastatic Rectal Carcinoma,,,,,,,2022,2022,15/02/2024,NA,01/03/2024,NA
389,2B92Y&XS9R,,Rectal Carcinoma,,,,,,,2022,2022,15/02/2024,NA,29/02/2024,NA
390,2B92Z,,Cancer Rectum,,,,,,,2022,9999,08/03/2024,NA,,
391,2B92Z,,Carcinoma Rectum,,,,,,,2022,2022,26/01/2024,NA,15/02/2024,NA
3124,2B92Z,,Malignant Neoplasm Rectum,,,,,,,2022,9999,05/02/2025,NA,,
392,2B92Z,,Malignant Tumour Of Rectum,,,,,,,2022,2022,05/12/2023,NA,14/12/2023,NA
393,2B92Z,,Malignant Tumour Rectum,,,,,,,2022,9999,14/12/2023,NA,,
394,2B92Z,,Rectal Cancer,,,,,,,2022,9999,16/05/2024,NA,,
395,2B92Z,,Rectal Carcinoma,,,,,,,2022,2022,07/11/2023,NA,15/02/2024,NA
396,2B92Z&XS9R,,Metastatic Carcinoma Rectum,,,,,,,2022,2022,02/02/2024,NA,15/02/2024,NA
397,2B92Z&XS9R,,Metastatic Rectal Cancer,,,,,,,2022,9999,18/10/2024,NA,,
398,2B92Z&XS9R,,Metastatic Rectal Carcinoma,,,,,,,2022,2022,08/01/2024,NA,15/02/2024,NA
3222,2B93Y&XH63D2&XS9R,,Metastatic Carcinoma Bowel ,,,,,,,2022,9999,07/03/2025,NA,,
399,2B93Z,,Bowel Cancer,,,,,,,2022,9999,02/11/2023,NA,,
400,2B93Z&XS9R,,Metastatic Bowel Cancer,,,,,,,2022,9999,19/12/2023,NA,,
401,2B93Z&XS9R,,Metastatic Rectal Cancer,,,,,,,2022,2022,08/01/2024,NA,18/10/2024,NA
3115,2C003&XA0D34,,Squamous Cell Carcinoma Anus,,,,,,,2022,9999,05/02/2025,NA,,
3116,2C003&XA0D34,,Squamous Cell Carcinoma Vulva,,,,,,,2022,9999,05/02/2025,NA,,
4369,2C003&XA0D34&XS9R,,Metastatic Squamous Cell Carcinoma Anus ,,,,,,,2022,9999,28/03/2025,NA,,
402,2C00Z&XA0D34,,Anal Cancer,,,,,,,2022,9999,07/08/2024,NA,,
403,2C00Z&XS9R,,Metastatic Anal Cancer,,,,,,,2022,9999,21/02/2024,NA,,
3106,2C0Y&XH74S1&XS9R,,Metastatic Adenocarcinoma Bowel,,,,,,,2022,9999,04/02/2025,NA,,
404,2C100,,Adenocarcinoma Of Pancreas,,,,,,,2022,2022,08/11/2023,NA,14/12/2023,NA
405,2C100,,Adenocarcinoma Of The Pancreas,,,,,,,2022,2022,05/12/2023,NA,14/12/2023,NA
406,2C100,,Adenocarcinoma Pancreas,,,,,,,2022,9999,14/12/2023,NA,,
407,2C100,,Pancreatic Adenocarcinoma,,,,,,,2022,9999,08/11/2023,NA,,
3171,2C100&XA1XL7&XS9R,,Metastatic Pancreatic Ductal Adenocarcinoma,,,,,,,2022,9999,18/02/2025,NA,,
408,2C100&XS9R,,Metastatic Adenocarcinoma Pancreas,,,,,,,2022,9999,08/02/2024,NA,,
409,2C100&XS9R,,Metastatic Pancreatic Adenocarcinoma,,,,,,,2022,9999,08/01/2024,NA,,
410,2C10Y&XA1412&XH63D2,,Carcinoma Head Pancreas,,,,,,,2022,9999,06/03/2024,NA,,
411,2C10Y&XH63D2,,Carcinoma Pancreas,,,,,,,2022,9999,15/02/2024,NA,,
412,2C10Y&XH63D2,,Pancreatic Carcinoma,,,,,,,2022,9999,15/02/2024,NA,,
413,2C10Y&XH63D2&XS9R,,Metastatic Carcinoma Pancreas,,,,,,,2022,9999,01/03/2024,NA,,
414,2C10Y&XH63D2XS9R,,Metastatic Carcinoma Pancreas,,,,,,,2022,2022,15/02/2024,NA,01/03/2024,NA
415,2C10Y&XH63D2XS9R,,Metastatic Pancreatic Carcinoma,,,,,,,2022,9999,01/03/2024,NA,,
416,2C10Y&XH63D2XS9R,,Metastatic Pancreatic Carcinoma,,,,,,,2022,2022,19/02/2024,NA,01/03/2024,NA
3253,2C10Z,,Advanced Pancreatic Cancer ,,,,,,,2022,9999,14/03/2025,NA,,
417,2C10Z,,Cancer Of The Pancreas,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
418,2C10Z,,Cancer Pancreas,,,,,,,2022,9999,14/12/2023,NA,,
419,2C10Z,,Carcinoma Of Pancreas,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
420,2C10Z,,Carcinoma Of The Pancreas,,,,,,,2022,2022,28/11/2023,NA,14/12/2023,NA
421,2C10Z,,Carcinoma Pancreas,,,,,,,2022,2022,14/12/2023,NA,15/02/2024,NA
422,2C10Z,,Malignant Neoplasm Pancreas,,,,,,,2022,9999,05/02/2024,NA,,
423,2C10Z,,Malignant Tumour Of Pancreas,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
424,2C10Z,,Malignant Tumour Pancreas,,,,,,,2022,9999,14/12/2023,NA,,
425,2C10Z,,Pancreatic Cancer,,,,,,,2022,9999,02/11/2023,NA,,
426,2C10Z,,Pancreatic Carcinoma,,,,,,,2022,2022,07/11/2023,NA,15/02/2024,NA
3254,2C10Z,,Pancreatic Malignancy ,,,,,,,2022,9999,14/03/2025,NA,,
427,2C10Z&XS9R,,Metastatic Cancer Pancreas,,,,,,,2022,9999,26/01/2024,NA,,
428,2C10Z&XS9R,,Metastatic Carcinoma Pancreas,,,,,,,2022,2022,08/01/2024,NA,15/02/2024,NA
429,2C10Z&XS9R,,Metastatic Pancreatic Cancer,,,,,,,2022,9999,19/12/2023,NA,,
430,2C1202,,Hepatocellular Cancer,,,,P,,,2022,9999,19/03/2024,NA,,
431,2C1202,,Hepatocellular Carcinoma,,,,,,,2022,2022,07/11/2023,NA,08/03/2024,NA
432,2C1202,,Hepatocellular Carcinoma,,,,P,,,2022,9999,19/03/2024,NA,,
433,2C1202,,Liver Cell Carcinoma,,,,,,,2022,2022,05/08/2024,NA,23/09/2024,NA
434,2C1202,,Liver Cell Carcinoma,,,,P,,,2022,9999,23/09/2024,NA,,
3127,2C1202,,Multifocal Hepatocellular Carcinoma,,,,,,,2022,9999,05/02/2025,NA,,
435,2C1202&XS9R,,Metastatic Hepatocellular Carcinoma,,,,,,,2022,9999,08/01/2024,NA,,
436,2C1202(P),,Hepatocellular Cancer,,,,,,,2022,2022,08/03/2024,NA,19/03/2024,NA
437,2C1202(P),,Hepatocellular Carcinoma,,,,,,,2022,2022,08/03/2024,NA,19/03/2024,NA
438,2C120Y&XH63D2,,Liver Carcinoma,,,,,,,2022,9999,05/08/2024,NA,,
439,2C120Y&XH63D2,,Primary Carcinoma Liver,,,,,,,2022,2022,22/02/2024,NA,28/02/2024,NA
440,2C120Y&XH63D2,,Primary Carcinoma Liver,,,,P,,,2022,9999,19/03/2024,NA,,
441,2C120Y&XH63D2(P),,Primary Carcinoma Liver,,,,,,,2022,2022,28/02/2024,NA,19/03/2024,NA
442,2C120Z,,Liver Cancer,,,,,,,2022,9999,26/01/2024,NA,,
443,2C120Z,,Malignant Neoplasm Liver,,,,,,,2022,9999,08/03/2024,NA,,
444,2C120Z&XS9R,,Metastatic Liver Cancer,,,,,,,2022,9999,02/02/2024,NA,,
445,2C1210,,Cholangio Carcinoma,,,,P,,,2022,9999,03/04/2024,NA,,
446,2C1210,,Cholangiocarcinoma,,,,P,,,2022,9999,03/04/2024,NA,,
447,2C1210,,Intrahepatic Cholangiocarcinoma,,,,P,,,2022,9999,03/04/2024,NA,,
448,2C1210,,Primary Cholangiocarcinoma,,,,P,,,2022,9999,07/08/2024,NA,,
4400,2C1210&XS9R,,Metastatic Cholangio Carcinoma ,,,,,,,2022,9999,04/04/2025,NA,,
449,2C1210&XS9R,,Metastatic Cholangiocarcinoma,,,,P,,,2022,9999,08/04/2024,NA,,
3144,2C1210&XS9R,,Metastatic Intrahepatic Cholangiocarcinoma,,,,,,,2022,9999,05/02/2025,NA,,
450,2C1210&XS9R(P),,Metastatic Cholangiocarcinoma,,,,,,,2022,2022,19/12/2023,NA,08/04/2024,NA
451,2C1210(P),,Cholangio Carcinoma,,,,,,,2022,2022,13/10/2023,NA,03/04/2024,NA
452,2C1210(P),,Cholangiocarcinoma,,,,,,,2022,2022,13/10/2023,NA,03/04/2024,NA
453,2C1210(P),,Intrahepatic Cholangiocarcinoma,,,,,,,2022,2022,13/10/2023,NA,03/04/2024,NA
454,2C130&XS9R,,Metastatic Adenocarcinoma Gallbladder,,,,,,,2022,9999,08/03/2024,NA,,
4401,2C130&XS9R&XH63D2,,Metastatic Carcinoma Gallbladder ,,,,,,,2022,9999,04/04/2025,NA,,
455,2C13Z,,Gallbladder Cancer,,,,,,,2022,9999,02/02/2024,NA,,
456,2C13Z&XS9R,,Metastatic Gallbladder Cancer,,,,,,,2022,9999,26/01/2024,NA,,
457,2C180,,Hilar Cholangiocarcinoma,,,,P,,,2022,9999,03/04/2024,NA,,
458,2C180(P),,Hilar Cholangiocarcinoma,,,,,,,2022,2022,13/10/2023,NA,03/04/2024,NA
459,2C23Z,,Laryngeal Cancer,,,,,,,2022,9999,02/02/2024,NA,,
460,2C23Z&XH0945,,Squamous Cell Carcinoma Larynx,,,,P,,,2022,9999,03/04/2024,NA,,
461,2C23Z&XH0945(P),,Squamous Cell Carcinoma Larynx,,,,,,,2022,2022,20/02/2024,NA,03/04/2024,NA
4402,2C23Z&XH63D2,,Carcinoma Larynx ,,,,,,,2022,9999,04/04/2025,NA,,
3172,2C23Z&XH63D2,,Laryngeal Carcinoma,,,,,,,2022,9999,18/02/2025,NA,,
462,2C250&XA57M6,,Adenocarcinoma Lung,,,,,,,2022,9999,14/12/2023,NA,,
463,2C250&XA57M6,,Adenocarcinoma Of Lung,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
464,2C250&XA57M6,,Adenocarcinoma Of The Lung,,,,,,,2022,2022,07/11/2023,NA,14/12/2023,NA
465,2C250&XA57M6,,Carcinoma Lung,,,,,,,2022,2022,14/12/2023,NA,15/02/2024,NA
466,2C250&XA57M6,,Carcinoma Of The Lung,,,,,,,2022,2022,05/12/2023,NA,14/12/2023,NA
467,2C250&XA57M6,,Lung Adenocarcinoma,,,,,,,2022,9999,08/11/2023,NA,,
3255,2C250&XA57M6&XS9R,,Metastatic Adenocarcinoma Right Lung ,,,,,,,2022,9999,14/03/2025,NA,,
